Kód,Název,Popis,Určuje,Subjekty,Skupina,Předpisy,Verze,Aktualizace,Status,Agendy
"P914","Zahrnout do osvědčení o digitálním úkonu požadované informace","Osvědčení o digitálním úkonu obsahuje důvěryhodné zachycení obsahu digitálního úkonu nebo jinou identifikaci digitálního úkonu, určení osoby, která jej učinila, adresáta digitálního úkonu a způsob, datum a čas provedení digitálního úkonu. Osvědčení musí být opatřeno kvalifikovanou elektronickou pečetí a kvalifikovaným elektronickým časovým razítkem orgánu veřejné moci.","§ 5 odst. 2 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P915","Opatřit osvědčení o digitálním úkonu kvalifikovanými validačními prvky","Osvědčení musí být opatřeno kvalifikovanou elektronickou pečetí a kvalifikovaným elektronickým časovým razítkem orgánu veřejné moci.","§ 5 odst. 2 věta druhá zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P916","Potvrdit doručení jako osvědčení o digitálním úkonu","Orgán veřejné moci, který je veřejnoprávním původcem, je povinen bezodkladně po učinění digitálního úkonu poskytnout uživateli služby osvědčení o digitálním úkonu, který vůči němu uživatel služby učinil.","§ 5 odst. 3 zákona 12/2020","[""Orgány veřejné moci"",""Veřejnoprávní původci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P917","Poskytnout osvědčení o digitálním úkonu také zvoleným způsobem","Osvědčení o digitálním úkonu poskytuje orgán veřejné moci podle volby uživatele služby zasláním do datové schránky, na kontaktní místo veřejné správy.Osvědčení o digitálním úkonu poskytuje orgán veřejné moci podle volby uživatele služby zasláním do datové schránky, na kontaktní místo veřejné správy.","§ 5 odst. 4 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P918","Strpět náhradu ověřeného podpisu digitálním dokumentem","Stanoví-li právní předpis požadavek úředního ověření vlastnoručního podpisu nebo uznávaného elektronického podpisu, považuje se za splněný využitím elektronického podpisu na dokumentu nedílně spojeném s kvalifikovaným elektronickým podpisem osoby oprávněné provádět ověřování pravosti podpisu, která postupem podle jiného právního předpisu ověřila, že podepisující dokument před ní podepsal nebo uznal podpis za vlastní, a kvalifikovaným elektronickým časovým razítkem, nebo se záznamem informačního systému veřejné správy opatřeným kvalifikovanou elektronickou pečetí a kvalifikovaným elektronickým časovým razítkem jeho správce o provedení elektronické identifikace podepisujícího prostřednictvím kvalifikovaného systému elektronické identifikace s úrovní záruky vysoká.","§ 6 odst. 1 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P919","Strpět náhradu ověřeného podpisu elektronickým podpisem","Stanoví-li právní předpis požadavek úředního ověření podpisu, považuje se za splněný využitím uznávaného elektronického podpisu, pokud lze s využitím údajů základního registru obyvatel nebo portálu veřejné správy ověřit, že kvalifikovaný certifikát pro elektronický podpis, na jehož základě podepisující vytvořil uznávaný elektronický podpis na dokumentu, patří podepisujícímu.","§ 6 odst. 2 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P920","Nevyžadovat údaje vedené v propojeném datovém fondu","Orgán veřejné moci nevyžaduje údaje vedené v základním registru nebo agendovém informačním systému, které jsou mu zpřístupněné pro výkon agendy nebo na základě souhlasu uživatele služby.","§ 7 odst. 1 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P921","Využívat údaje z propojeného datového fondu na základě souhlasu","Uživatel služby má právo udělit souhlas s využíváním údajů o sobě, o svých právech a povinnostech nebo právních skutečnostech, které se ho týkají, vedených v základním registru nebo agendovém informačním systému; orgán veřejné moci je povinen tyto údaje využívat.","§ 7 odst. 2 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P922","Zajistit využívání propojeného datového fondu na základě souhlasu","Souhlas uživatele služby k využívání údajů se podává DIA. DIA zveřejní elektronický formulář k udělení a odvolání souhlasu na portálu veřejné správy.","§ 7 odst. 4 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","4","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P923","Zápis právní skutečnosti do Registru práv a povinností","Uživatel služby má právo na zápis práva, povinnosti nebo právní skutečnosti, která se jej týká a vyplývá z úkonu orgánu veřejné moci uvedeného v katalogu služeb, do registru práv a povinností, nejsou-li právo, povinnost nebo právní skutečnost zapsány v základním registru nebo agendovém informačním systému.","§ 8 odst. 1 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P924","Zajistit zápis právní skutečnosti do Registru práv a povinností","Právo na zápis práva, povinnosti nebo právní skutečnosti uplatní uživatel služby prostřednictvím DIA u příslušného orgánu veřejné moci, který učinil podkladový úkon. Příslušný orgán veřejné moci osvědčí existenci práva, povinnosti nebo právní skutečnosti a potvrdí ji DIA, která ji zapíše do registru práv a povinností.","§ 8 odst. 2 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P925","Zajistit aktualizaci zápisu právní skutečnosti do Registru práv a povinností","Příslušný orgán veřejné moci průběžně aktualizuje zápis práva, povinnosti nebo právní skutečnosti; zjistí-li rozpor mezi zápisem podle odstavců 1 až 3 a skutečným stavem, odstraní jej prostřednictvím DIA bez zbytečného odkladu.","§ 8 odst. 3 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P926","Strpět osvědčení právní skutečnosti odkazem na vedené údaje","Uživatel služby má právo prokázat nebo osvědčit právní skutečnost odkazem na údaje vedené v základním registru nebo agendovém informačním systému a zpřístupněné orgánu veřejné moci pro výkon agendy.","§ 9 odst. 1 písm. a) zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P927","Strpět osvědčení právní skutečnosti výpisem z informačního systému","Uživatel služby má právo prokázat nebo osvědčit právní skutečnost výpisem z informačního systému veřejné správy.","§ 9 odst. 1 písm. b) zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P928","Nepožadovat předložení dokladu nebo podkladu pro právní skutečnost","Uživatel služby není povinen pro uplatnění svého práva, splnění povinnosti nebo doložení právní skutečnosti, která se ho týká, předkládat rozhodnutí, doklad, průkaz, osvědčení nebo poskytnout jiný údaj, pokud prokázal svoji totožnost a údaje o něm nebo o jeho právech, povinnostech nebo právních skutečnostech, které se ho týkají, jsou vedeny v základním registru nebo agendovém informačním systému a jsou orgánu veřejné moci zpřístupněné pro výkon agendy.","§ 9 odst. 2 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P929","Strpět předložení elektronických dokumentů","Předloží-li uživatel služby dokumenty v elektronické podobě, orgán veřejné moci není oprávněn žádat tytéž dokumenty v listinné podobě. Požadavky jiných právních předpisů na vznik nebo podobu elektronických dokumentů, kterými se právně jedná, tím nejsou dotčeny.","§ 9 odst. 3 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P930","Zápis kontaktních údajů","Uživatel služby má právo na zápis kontaktního údaje o elektronické adrese nebo telefonním čísle (dále jen „kontaktní údaj“) do základního registru právnických osob, podnikajících fyzických osob a orgánů veřejné moci nebo do registru obyvatel pro zasílání informací podle tohoto zákona a pro zasílání dalších informací souvisejících s poskytováním digitální služby, jejichž okruh si vybere.","§ 10 odst. 1 zákona 12/2020","[""Ministerstvo vnitra"",""Správci základních registrů""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P931","Zajistit zápis kontaktních údajů do základních registrů","Právo na zápis kontaktního údaje uplatní uživatel služby u Digitální a informační agentury. DIA zveřejní elektronický formulář k zápisu kontaktního údaje na portálu veřejné správy a zřídí službu pro zasílání informací na kontaktní údaje.","§ 10 odst. 2 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","5","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P932","Přístup k údajům","Uživatel služby je oprávněn přistupovat k údajům vedeným o něm v základních registrech a agendových informačních systémech. Orgán veřejné moci zajistí prostřednictvím digitální služby portálu veřejné správy přístup uživatele služby k těmto údajům.","§ 11 odst. 1 zákona 12/2020","[""Digitální a informační agentura"",""Orgány veřejné moci"",""Správa základních registrů""]","Povinnosti k PDS","[""Zákon 12/2020""]","4","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P933","Zaslat informaci o končící platnosti průkazu","Uživatel služby má právo na poskytnutí informace o končící platnosti občanského průkazu, cestovního dokladu nebo řidičského průkazu; informaci zasílá orgán veřejné moci, který ho vydal, nejpozději 30 dnů před uplynutím jeho platnosti do datové schránky.","§ 11 odst. 2 zákona 12/2020","[""Ministerstvo vnitra"",""Ministerstvo dopravy""]","Povinnosti k PDS","[""Zákon 12/2020""]","3","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P934","Umožnit zapsat doklad do Portálu veřejné správy","Uživatel služby má právo na zápis dokladu, průkazu nebo osvědčení do portálu veřejné správy za účelem zasílání informace o končící platnosti dokladu, průkazu nebo osvědčení na kontaktní údaj.","§ 11 odst. 3 věta první zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P935","Zajistit notifikace o konci platnosti dokladu","Uživatel služby má právo na zápis dokladu, průkazu nebo osvědčení do portálu veřejné správy za účelem zasílání informace o končící platnosti dokladu, průkazu nebo osvědčení na kontaktní údaj.","§ 11 odst. 3 věta první zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P936","Zapsat údaje o dokladu do Registru práv a povinností","Uživatel služby má právo na zápis dokladu, průkazu nebo osvědčení do portálu veřejné správy za účelem zasílání informace o končící platnosti dokladu, průkazu nebo osvědčení na kontaktní údaj. Údaje o takto zapsaném dokladu, průkazu nebo osvědčení, nejsou-li vedeny v agendovém informačním systému, zapíše správce portálu veřejné správy do registru práv a povinností.","§ 11 odst. 3 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P937","Poskytnout informaci o změně údajů","Uživatel služby má právo na poskytnutí informace o změně údajů vedených o své osobě nebo svých právech a povinnostech v základních registrech nebo agendových informačních systémech neprodleně po jejich změně do datové schránky.","§ 11 odst. 4 věta první zákona 12/2020","[""Orgány veřejné moci"",""Správci informačních systémů""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
